datasetId,traitNameVerbatim
https://opentraits.org/datasets/amp,scaled functional response for tW data at 99 d
https://opentraits.org/datasets/amp,scaled functional response for tW data at 9 d
https://opentraits.org/datasets/amp,scaled functional response for tW data at t=0 d
https://opentraits.org/datasets/amp,scaled functional response for tW data at t=40 d
https://opentraits.org/datasets/amp,scaled functional response for tW data between b and x
https://opentraits.org/datasets/amp,scaled functional response for tW data between x and i
https://opentraits.org/datasets/amp,scaled functional response for tW data col 2
https://opentraits.org/datasets/amp,scaled functional response for tW data col 3
https://opentraits.org/datasets/amp,scaled functional response for tW data col 4
https://opentraits.org/datasets/amp,scaled functional response for tW  data from 0-8 d
https://opentraits.org/datasets/amp,scaled functional response for tW data from BergChaz1976
https://opentraits.org/datasets/amp,scaled functional response for tW data from Mahm2013 FEMALES double lactation
https://opentraits.org/datasets/amp,scaled functional response for tW data from Mahm2013 FEMALES single lactation
https://opentraits.org/datasets/amp,scaled functional response for tW data from Mahm2013 MALES double lactation
https://opentraits.org/datasets/amp,scaled functional response for tW data from Mahm2013 MALES single lactation
https://opentraits.org/datasets/amp,scaled functional response for tW data from MasoShap1986 FEMALES
https://opentraits.org/datasets/amp,scaled functional response for tW data from MasoShap1986 MALES
https://opentraits.org/datasets/amp,scaled functional response for tW data on filter paper
https://opentraits.org/datasets/amp,scaled functional response for tW data till puberty
https://opentraits.org/datasets/amp,scaled functional response for tWd_f1 data
https://opentraits.org/datasets/amp,scaled functional response for tWd_f2 data
https://opentraits.org/datasets/amp,scaled functional response for tWd_f3 data
https://opentraits.org/datasets/amp,scaled functional response for tWd_f4 data
https://opentraits.org/datasets/amp,scaled functional response for tWd_Laba data
https://opentraits.org/datasets/amp,scaled functional response for tWd larval data
https://opentraits.org/datasets/amp,scaled functional response for tWd_Mann data
https://opentraits.org/datasets/amp,scaled functional response for tWe_1978 data
https://opentraits.org/datasets/amp,scaled functional response for tWe_1979 data
https://opentraits.org/datasets/amp,scaled functional response for tW_Er data
https://opentraits.org/datasets/amp,scaled functional response for tW_f
https://opentraits.org/datasets/amp,scaled functional response for tW_f and tW_m data
https://opentraits.org/datasets/amp,scaled functional response for tW_f data
https://opentraits.org/datasets/amp,scaled functional response for tW_*F data
https://opentraits.org/datasets/amp,scaled functional response for tWh data at 00 d
https://opentraits.org/datasets/amp,scaled functional response for tWh data at 10 d
https://opentraits.org/datasets/amp,scaled functional response for tWh data at 20 d
https://opentraits.org/datasets/amp,scaled functional response for tWh data at 30 d
https://opentraits.org/datasets/amp,scaled functional response for tWh data at 40 d
https://opentraits.org/datasets/amp,scaled functional response for tWh data at 50 d
https://opentraits.org/datasets/amp,scaled functional response for tWh data at 60 d
https://opentraits.org/datasets/amp,scaled functional response for tWi data
https://opentraits.org/datasets/amp,scaled functional response for tW_*K data
https://opentraits.org/datasets/amp,scaled functional response for tWl data at 00 d
https://opentraits.org/datasets/amp,scaled functional response for tWl data at 10 d
https://opentraits.org/datasets/amp,scaled functional response for tWl data at 20 d
https://opentraits.org/datasets/amp,scaled functional response for tWl data at 30 d
https://opentraits.org/datasets/amp,scaled functional response for tWl data at 40 d
https://opentraits.org/datasets/amp,scaled functional response for tWl data at 50 d
https://opentraits.org/datasets/amp,scaled functional response for tWl data at 60 d
https://opentraits.org/datasets/amp,scaled functional response for tW_Ma data
https://opentraits.org/datasets/amp,scaled functional response for tW_m and tW_f data
https://opentraits.org/datasets/amp,scaled functional response for tWN data
https://opentraits.org/datasets/amp,scaled functional response for tW_*O data
https://opentraits.org/datasets/amp,scaled functional response for tW_P83 data
https://opentraits.org/datasets/amp,scaled functional response for tW_PC81 data
https://opentraits.org/datasets/amp,scaled functional response for tW_PC82 data
https://opentraits.org/datasets/amp,scaled functional response for tW_PC83 data
https://opentraits.org/datasets/amp,scaled functional response for tWp data at 00 d
https://opentraits.org/datasets/amp,scaled functional response for tWp data at 05 d
https://opentraits.org/datasets/amp,scaled functional response for tWp data at 10 d
https://opentraits.org/datasets/amp,scaled functional response for tWp data at 15 d
https://opentraits.org/datasets/amp,scaled functional response for tWp data at 20 d
https://opentraits.org/datasets/amp,scaled functional response for tW_Pm data
https://opentraits.org/datasets/amp,scaled functional response for tW_SD data
https://opentraits.org/datasets/amp,scaled functional response for tW_T33 data
https://opentraits.org/datasets/amp,scaled functional response for tW_T34 data
https://opentraits.org/datasets/amp,scaled functional response for tW_T43 data
https://opentraits.org/datasets/amp,scaled functional response for tW/tL data
https://opentraits.org/datasets/amp,scaled functional response for tW_u data
https://opentraits.org/datasets/amp,scaled functional response for tWw1
https://opentraits.org/datasets/amp,scaled functional response for tWw2
https://opentraits.org/datasets/amp,scaled functional response for tWwA data
https://opentraits.org/datasets/amp,scaled functional response for tWwB data
https://opentraits.org/datasets/amp,scaled functional response for tWwC data
https://opentraits.org/datasets/amp,scaled functional response for t-Ww data
https://opentraits.org/datasets/amp,scaled functional response for tWw data
https://opentraits.org/datasets/amp,scaled functional response for tWw_* data
https://opentraits.org/datasets/amp,scaled functional response for tWw data for 15 d
https://opentraits.org/datasets/amp,scaled functional response for tWw data form 0 to 90 d
https://opentraits.org/datasets/amp,scaled functional response for tWw data form 90 to 135 d
https://opentraits.org/datasets/amp,scaled functional response for tWw data from 0-10 d
https://opentraits.org/datasets/amp,scaled functional response for tWw_d data
https://opentraits.org/datasets/amp,scaled functional response for tWw_f data
https://opentraits.org/datasets/amp,scaled functional response for tWw_m data at 2500 d
https://opentraits.org/datasets/amp,scaled functional response for tWw_m data till 1400 d
https://opentraits.org/datasets/amp,scaled functional response for tW_Y data
https://opentraits.org/datasets/amp,scaled functional response for u5 control
https://opentraits.org/datasets/amp,scaled functional response for univar data Angu1932; not used if embryo data calculated by dget_EVH_AF
https://opentraits.org/datasets/amp,scaled functional response for uni-vars data
https://opentraits.org/datasets/amp,scaled functional response for Ursi1967 data
https://opentraits.org/datasets/amp,scaled functional response for Uruguay data
https://opentraits.org/datasets/amp,scaled functional response for WdJO1 data
https://opentraits.org/datasets/amp,scaled functional response for WdJO data
https://opentraits.org/datasets/amp,scaled functional response for WdW data
https://opentraits.org/datasets/amp,scaled functional response for weight data
https://opentraits.org/datasets/amp,scaled functional response for west coast
https://opentraits.org/datasets/amp,scaled functional response for WeylHech1998
https://opentraits.org/datasets/amp,scaled functional response for wild 1-var data
https://opentraits.org/datasets/amp,scaled functional response for WJO data at 10 <U+FFFD>C
https://opentraits.org/datasets/amp,scaled functional response for WJO data at 19 <U+FFFD>C
https://opentraits.org/datasets/amp,scaled functional response for WJO data at 1 <U+FFFD>C
https://opentraits.org/datasets/amp,scaled functional response for WJO data at 3 <U+FFFD>C
https://opentraits.org/datasets/amp,scaled functional response for WJO data at 6 <U+FFFD>C
https://opentraits.org/datasets/amp,scaled functional response for WJO data at 8 <U+FFFD>C
https://opentraits.org/datasets/amp,scaled functional response for WJO data from GranCran1991
https://opentraits.org/datasets/amp,scaled functional response for WO data
https://opentraits.org/datasets/amp,scaled functional response for Wood1996
https://opentraits.org/datasets/amp,scaled functional response for WrigWoot2004 data
https://opentraits.org/datasets/amp,scaled functional response for WW data
https://opentraits.org/datasets/amp,scaled functional response for WwR data
https://opentraits.org/datasets/amp,scaled functional response for WX data
https://opentraits.org/datasets/amp,scaled functional response for YufeParr1999 data
https://opentraits.org/datasets/amp,scaled functional response from birth to weaning
https://opentraits.org/datasets/amp,scaled functional response from experiment Chiantore
https://opentraits.org/datasets/amp,scaled functional response in north austral zone
https://opentraits.org/datasets/amp,scaled functional response in south austral zone
https://opentraits.org/datasets/amp,scaled functional response in summer for tL1 data
https://opentraits.org/datasets/amp,scaled functional response in summer for tL data
https://opentraits.org/datasets/amp,scaled functional response in winter for tL1 data
https://opentraits.org/datasets/amp,scaled functional response in winter for tL data
https://opentraits.org/datasets/amp,scaled functional response of BagaPels2001 data
https://opentraits.org/datasets/amp,scaled functional response of BestAdat2010 data
https://opentraits.org/datasets/amp,scaled functional response of Borg1989
https://opentraits.org/datasets/amp,scaled functional response of EatoFarl1974b data
https://opentraits.org/datasets/amp,scaled functional response of Inge1998
https://opentraits.org/datasets/amp,scaled functional response of LawrEber2002_high data
https://opentraits.org/datasets/amp,scaled functional response of LawrEber2002_low data
https://opentraits.org/datasets/amp,scaled functional response of Lind1982
https://opentraits.org/datasets/amp,scaled functional response of Math1971
https://opentraits.org/datasets/amp,scaled functional response of OthmPasc2001
https://opentraits.org/datasets/amp,scaled functional response of Pede2013
https://opentraits.org/datasets/amp,scaled functional response of Schi2002 data
https://opentraits.org/datasets/amp,scaled functional response Pery2005 0.04 mg
https://opentraits.org/datasets/amp,scaled functional response Pery2005 0.06 mg
https://opentraits.org/datasets/amp,scaled functional response Pery2005 0.1 mg
https://opentraits.org/datasets/amp,scaled functional response Pery2005 0.2 mg
https://opentraits.org/datasets/amp,scaled functional response Pery2005 0.3 mg
https://opentraits.org/datasets/amp,scaled functional response pre-weaning for tW_B data
https://opentraits.org/datasets/amp,scaled functional response pre-weaning for tW_Y data
https://opentraits.org/datasets/amp,scaled functional response (Wage2015)
https://opentraits.org/datasets/amp,scaled function respons
https://opentraits.org/datasets/amp,scaled function response
https://opentraits.org/datasets/amp,scaled funct. res. low food level
https://opentraits.org/datasets/amp,scaled funct. res. medium food level
https://opentraits.org/datasets/amp,scaled funct. response for tL data
https://opentraits.org/datasets/amp,scaled funct. res. tW2
https://opentraits.org/datasets/amp,scaled funct. res. tW3
https://opentraits.org/datasets/amp,scaled reproduction buffer density
https://opentraits.org/datasets/amp,scaled res density at start of experiment
https://opentraits.org/datasets/amp,scaled reserve density of 01
https://opentraits.org/datasets/amp,scaled reserve density of 02
https://opentraits.org/datasets/amp,scaled reserve density of 03
https://opentraits.org/datasets/amp,scaled reserve density of 04
https://opentraits.org/datasets/amp,scaled reserve density of 05
https://opentraits.org/datasets/amp,scaled reserve density of 06
https://opentraits.org/datasets/amp,scaled reserve density of 07
https://opentraits.org/datasets/amp,scaled reserve density of 08
https://opentraits.org/datasets/amp,scaled reserve density of 13
https://opentraits.org/datasets/amp,scaling coeff for hind-foot length
https://opentraits.org/datasets/amp,scaling exponent for LW data
https://opentraits.org/datasets/amp,sc. func. res.
https://opentraits.org/datasets/amp,sc func res bay of brest
https://opentraits.org/datasets/amp,sc. func. res. BoucMoll2016
https://opentraits.org/datasets/amp,sc func res Celtic sea
https://opentraits.org/datasets/amp,sc. func. res. HopGrah1995
https://opentraits.org/datasets/amp,sc. func. resp.
https://opentraits.org/datasets/amp,sc. func. resp. GonzCarb2016
https://opentraits.org/datasets/amp,sc. func. resp. HaseKand2016
https://opentraits.org/datasets/amp,sc func res Traena
https://opentraits.org/datasets/amp,sc. funct. res.  0.1 mg tetramin per ind
https://opentraits.org/datasets/amp,sc. funct. res.  0.2 mg tetramin per ind
https://opentraits.org/datasets/amp,sc. funct. res.  0.3 mg tetramin per ind
https://opentraits.org/datasets/amp,sc. funct. res.  0.4 mg tetramin per ind
https://opentraits.org/datasets/amp,sc. funct. res.  Wagn1990
https://opentraits.org/datasets/amp,scld. fctl. res.  DaviKenn2014 (first part of experiment)
https://opentraits.org/datasets/amp,scld. fctl. res.  DaviKenn2014 (second part of experiment)
https://opentraits.org/datasets/amp,scld. fctl. res. u13 - 3
https://opentraits.org/datasets/amp,scld. fctl. res. u13 - ad libitum
https://opentraits.org/datasets/amp,scld. fctl. res. univar-10 F - 3-3wk 7
https://opentraits.org/datasets/amp,scld. fctl. res. YaniHisa2002
https://opentraits.org/datasets/amp,SCL shape coefficient
https://opentraits.org/datasets/amp,SCL shape coefficient of adults
https://opentraits.org/datasets/amp,s_G
https://opentraits.org/datasets/amp,shape coeff for body length
https://opentraits.org/datasets/amp,shape coeff. for total length
https://opentraits.org/datasets/amp,shape coefficient
https://opentraits.org/datasets/amp,shape coefficient adult
https://opentraits.org/datasets/amp,shape coefficient after metam
https://opentraits.org/datasets/amp,shape coefficient after metamorphosis
https://opentraits.org/datasets/amp,shape coefficient ar birth
https://opentraits.org/datasets/amp,shape coefficient at birth
https://opentraits.org/datasets/amp,shape coefficient at hatching
https://opentraits.org/datasets/amp,shape coefficient at settlement
https://opentraits.org/datasets/amp,shape coefficient before metam
https://opentraits.org/datasets/amp,shape coefficient before metamorphosis
https://opentraits.org/datasets/amp,shape coefficient CCL
https://opentraits.org/datasets/amp,shape coefficient crown-rump length
https://opentraits.org/datasets/amp,shape coefficient for abj
https://opentraits.org/datasets/amp,shape coefficient for adult
https://opentraits.org/datasets/amp,shape coefficient for bell diameter lappet to lappet
https://opentraits.org/datasets/amp,shape coefficient for bell diameter rhopalia to rhopalia
https://opentraits.org/datasets/amp,shape coefficient for body length
https://opentraits.org/datasets/amp,shape coefficient for carapace length
https://opentraits.org/datasets/amp,shape coefficient for carinal length
https://opentraits.org/datasets/amp,shape coefficient for diameter
https://opentraits.org/datasets/amp,shape coefficient for disc width
https://opentraits.org/datasets/amp,shape coefficient for early juvenile
https://opentraits.org/datasets/amp,shape coefficient for egg
https://opentraits.org/datasets/amp,shape coefficient for egg diameter
https://opentraits.org/datasets/amp,shape coefficient for egg/larva
https://opentraits.org/datasets/amp,shape coefficient for embryo
https://opentraits.org/datasets/amp,shape coefficient for embryo and larvae
https://opentraits.org/datasets/amp,shape coefficient for embryo carapace length
https://opentraits.org/datasets/amp,shape coefficient for embryo crown-rump length
https://opentraits.org/datasets/amp,shape coefficient for embryo length
https://opentraits.org/datasets/amp,shape coefficient for embryo (mean shape coeff. between time at fertilization and time at birth)
https://opentraits.org/datasets/amp,shape coefficient for embryo/neonate
https://opentraits.org/datasets/amp,shape coefficient for embryos
https://opentraits.org/datasets/amp,shape coefficient forewing length
https://opentraits.org/datasets/amp,shape coefficient for experiment
https://opentraits.org/datasets/amp,shape coefficient for female
https://opentraits.org/datasets/amp,shape coefficient for females
https://opentraits.org/datasets/amp,shape coefficient for field data
https://opentraits.org/datasets/amp,shape coefficient for FL
https://opentraits.org/datasets/amp,shape coefficient for foetus
https://opentraits.org/datasets/amp,shape coefficient for for curved carapace length
https://opentraits.org/datasets/amp,shape coefficient for fork length
https://opentraits.org/datasets/amp,shape coefficient for frog
https://opentraits.org/datasets/amp,shape coefficient for head capsule of larva
https://opentraits.org/datasets/amp,shape coefficient for head-capsule width
https://opentraits.org/datasets/amp,shape coefficient for head length
https://opentraits.org/datasets/amp,shape coefficient for headlength
https://opentraits.org/datasets/amp,shape coefficient for head-rump length
https://opentraits.org/datasets/amp,shape coefficient for imago
https://opentraits.org/datasets/amp,shape coefficient for juvenile and adult
https://opentraits.org/datasets/amp,shape coefficient for juveniles (tentaculate stage + transitional stage)
https://opentraits.org/datasets/amp,shape coefficient fork length
https://opentraits.org/datasets/amp,shape coefficient for larva
https://opentraits.org/datasets/amp,shape coefficient for larvae
https://opentraits.org/datasets/amp,shape coefficient for larvae and adults
https://opentraits.org/datasets/amp,shape coefficient for larva length
https://opentraits.org/datasets/amp,shape coefficient for late juvenile/adult
https://opentraits.org/datasets/amp,shape coefficient for leptocephali
https://opentraits.org/datasets/amp,shape coefficient for LWw data
https://opentraits.org/datasets/amp,shape coefficient for male
https://opentraits.org/datasets/amp,shape coefficient for males
https://opentraits.org/datasets/amp,shape coefficient for neonate
https://opentraits.org/datasets/amp,shape coefficient for nymph
https://opentraits.org/datasets/amp,shape coefficient for operculum
https://opentraits.org/datasets/amp,shape coefficient for oral-aboral length
https://opentraits.org/datasets/amp,shape coefficient for otolith rarius
https://opentraits.org/datasets/amp,shape coefficient for Park1926 and HildHats1927
https://opentraits.org/datasets/amp,shape coefficient for polar length
https://opentraits.org/datasets/amp,shape coefficient for shell diameter
https://opentraits.org/datasets/amp,shape coefficient for shell heigth
https://opentraits.org/datasets/amp,shape coefficient for snout-to-vent length
https://opentraits.org/datasets/amp,shape coefficient for spawners
https://opentraits.org/datasets/amp,shape coefficient for standard length
https://opentraits.org/datasets/amp,shape coefficient for straight  carapace length
https://opentraits.org/datasets/amp,shape coefficient for (sub)imago
https://opentraits.org/datasets/amp,shape coefficient for SVL
https://opentraits.org/datasets/amp,shape coefficient for SVL length for tadpole
https://opentraits.org/datasets/amp,shape coefficient for tadpole
https://opentraits.org/datasets/amp,shape coefficient for tibia length
https://opentraits.org/datasets/amp,shape coefficient for TL
https://opentraits.org/datasets/amp,shape coefficient for tL data
https://opentraits.org/datasets/amp,shape coefficient for toad
https://opentraits.org/datasets/amp,shape coefficient for total length
https://opentraits.org/datasets/amp,shape coefficient for total length at hatch/birth
https://opentraits.org/datasets/amp,shape coefficient for total length at hatching and birth
https://opentraits.org/datasets/amp,shape coefficient for total length for intertidal population
https://opentraits.org/datasets/amp,shape coefficient for total length for subtidal population
https://opentraits.org/datasets/amp,shape coefficient for total lenth
https://opentraits.org/datasets/amp,shape coefficient for total weight
https://opentraits.org/datasets/amp,shape coefficient for trunk length
https://opentraits.org/datasets/amp,shape coefficient for trunk length_dewilde
https://opentraits.org/datasets/amp,shape coefficient for veliger
https://opentraits.org/datasets/amp,shape coefficient for wet flesh
https://opentraits.org/datasets/amp,shape coefficient for wing length
https://opentraits.org/datasets/amp,shape coefficient for yolk
https://opentraits.org/datasets/amp,shape coefficient guessed
https://opentraits.org/datasets/amp,shape coefficient in GreaGutj2011; measurement: tip of uropod to tip of antennal scale
https://opentraits.org/datasets/amp,shape coefficient juvenile/adulte
https://opentraits.org/datasets/amp,shape coefficient larva
https://opentraits.org/datasets/amp,shape coefficient larvae
https://opentraits.org/datasets/amp,shape coefficient nose-tibia length
https://opentraits.org/datasets/amp,shape coefficient of body length
https://opentraits.org/datasets/amp,shape coefficient of early juvenile
https://opentraits.org/datasets/amp,shape coefficient of head length
https://opentraits.org/datasets/amp,shape coefficient of imago
https://opentraits.org/datasets/amp,shape coefficient of larva
https://opentraits.org/datasets/amp,shape coefficient of larval stage
https://opentraits.org/datasets/amp,shape coefficient of neonate
https://opentraits.org/datasets/amp,shape coefficient of nymph
https://opentraits.org/datasets/amp,shape coefficient pluteus
https://opentraits.org/datasets/amp,shape coefficient post metam
https://opentraits.org/datasets/amp,shape coefficient pre-metamorphosis
https://opentraits.org/datasets/amp,shape coefficient SCL
https://opentraits.org/datasets/amp,shape coefficient shell diamaeter
https://opentraits.org/datasets/amp,shape coefficient shell in wet weight
https://opentraits.org/datasets/amp,shape coefficient standard length
https://opentraits.org/datasets/amp,shape coefficient SVL
https://opentraits.org/datasets/amp,shape coefficient total length
https://opentraits.org/datasets/amp,shape coefficient total length of tadpole
https://opentraits.org/datasets/amp,shape coeffient
https://opentraits.org/datasets/amp,shape coef (forked length)
https://opentraits.org/datasets/amp,shape coeff to convert L^3 = del_M*L_d^2*L_w
https://opentraits.org/datasets/amp,shape coeff to convert L_d = del_s*L_s
https://opentraits.org/datasets/amp,shape coerrection coefficient
https://opentraits.org/datasets/amp,shape coerrection factor
https://opentraits.org/datasets/amp,shape parameter for ability to maintain target temp
https://opentraits.org/datasets/amp,shape parameter for digestion efficiency
https://opentraits.org/datasets/amp,shell ength at first time
https://opentraits.org/datasets/amp,shell height at first data point for grp 1
https://opentraits.org/datasets/amp,shell height at first data point for grp 2
https://opentraits.org/datasets/amp,shell length for ingestion
https://opentraits.org/datasets/amp,shrinking stress coefficient
https://opentraits.org/datasets/amp,shrinking threshold
https://opentraits.org/datasets/amp,silt half saturation constant
https://opentraits.org/datasets/amp,slow/fast parameter for foetal development
https://opentraits.org/datasets/amp,slow/fast parameter of foetal development
https://opentraits.org/datasets/amp,s_M
https://opentraits.org/datasets/amp,s_Megg
https://opentraits.org/datasets/amp,s_MO2
https://opentraits.org/datasets/amp,spec contribution of tunic to dry weight
https://opentraits.org/datasets/amp,spec cost for structure
https://opentraits.org/datasets/amp,spec decay rate of larval structure in pupa
https://opentraits.org/datasets/amp,specific density W_shell = d_s (del_M L)^3
https://opentraits.org/datasets/amp,specific shrinking rate from s to j
https://opentraits.org/datasets/amp,ssc. func. resp. TehHint1998
https://opentraits.org/datasets/amp,standard length at t = 0
https://opentraits.org/datasets/amp,Standard length at t = 0 in JoneHyne1950 data
https://opentraits.org/datasets/amp,start of development
https://opentraits.org/datasets/amp,stress at instar 1: L_1^2/ L_b^2
https://opentraits.org/datasets/amp,stress at instar 2: L_2^2/ L_1^2
https://opentraits.org/datasets/amp,stress at instar 3: L_3^2/ L_2^2
https://opentraits.org/datasets/amp,stress at instar 4: L_3^2/ L_2^2
https://opentraits.org/datasets/amp,stress at instar 4: L_4^2/ L_3^2
https://opentraits.org/datasets/amp,stress at instar 5: L_5^2/ L_4^2
https://opentraits.org/datasets/amp,stress at instar 6: L_6^2/ L_5^2
https://opentraits.org/datasets/amp,stress at instar 7 (N1): L_7^2/ L_6^2
https://opentraits.org/datasets/amp,stress at instar 8 (N2): L_8^2/ L_7^2
https://opentraits.org/datasets/amp,structural length at 0 in tL and tW data
https://opentraits.org/datasets/amp,structural length at start of experiment
https://opentraits.org/datasets/amp,structural length at time 0
https://opentraits.org/datasets/amp,surf-spec somatic maint
https://opentraits.org/datasets/amp,SVL at zero for tL data
https://opentraits.org/datasets/amp,T_A
https://opentraits.org/datasets/amp,T_AH
https://opentraits.org/datasets/amp,T_AL
https://opentraits.org/datasets/amp,tarra for total wet weight for conversion to larder carcass weight
https://opentraits.org/datasets/amp,temp amplitude in North Sea
https://opentraits.org/datasets/amp,temp amplitude in Skagerak
https://opentraits.org/datasets/amp,temperature acceleration coefficient
https://opentraits.org/datasets/amp,temperature amplitude for tT data
https://opentraits.org/datasets/amp,temperature at lower boundary
https://opentraits.org/datasets/amp,temperature at upper boundary
https://opentraits.org/datasets/amp,Temperature at upper boundary
https://opentraits.org/datasets/amp,temperature coefficient
https://opentraits.org/datasets/amp,temperature for high end of range
https://opentraits.org/datasets/amp,temperature for low end of range
https://opentraits.org/datasets/amp,temp-food coupler in tL_N data
https://opentraits.org/datasets/amp,temp-food coupler in tL_S data
https://opentraits.org/datasets/amp,temp in culture
https://opentraits.org/datasets/amp,T_H
https://opentraits.org/datasets/amp,time 0 for tL_20_1 data
https://opentraits.org/datasets/amp,time 0 for tL_20_2 data
https://opentraits.org/datasets/amp,time 0 for tL_20_3 data
https://opentraits.org/datasets/amp,time 0 for tL_80_4 data
https://opentraits.org/datasets/amp,time 0 for tL_80_5 data
https://opentraits.org/datasets/amp,time 0 for tL_80_6 data
https://opentraits.org/datasets/amp,time are start development
https://opentraits.org/datasets/amp,time at age zero for egg data
https://opentraits.org/datasets/amp,time at birth
https://opentraits.org/datasets/amp,time at birth for tL_0 and tWw_0 data
https://opentraits.org/datasets/amp,time at birth in tL
https://opentraits.org/datasets/amp,time at birth in tL and tW data
https://opentraits.org/datasets/amp,time at birth in tL-data
https://opentraits.org/datasets/amp,time at first eye opening
https://opentraits.org/datasets/amp,time at start development
https://opentraits.org/datasets/amp,time at start development at 20 C
https://opentraits.org/datasets/amp,time at start development at T
https://opentraits.org/datasets/amp,time at start developmentat T
https://opentraits.org/datasets/amp,time at start development at T given v
https://opentraits.org/datasets/amp,time at start development at T given v_e
https://opentraits.org/datasets/amp,time at start development at T_ref
https://opentraits.org/datasets/amp,time at start development for 1978 data
https://opentraits.org/datasets/amp,time at start development for 1979 data
https://opentraits.org/datasets/amp,time at start development in ab
https://opentraits.org/datasets/amp,time at start development (since egg sack has been spotted)
https://opentraits.org/datasets/amp,time at start develpment
https://opentraits.org/datasets/amp,time at start deveopment
https://opentraits.org/datasets/amp,time at start egg development
https://opentraits.org/datasets/amp,time at start eggs development
https://opentraits.org/datasets/amp,time at start of development
https://opentraits.org/datasets/amp,time at strat development
https://opentraits.org/datasets/amp,time at strat development at T
https://opentraits.org/datasets/amp,time between broods at T_ref
https://opentraits.org/datasets/amp,time between clutches
https://opentraits.org/datasets/amp,time between clutches at T
https://opentraits.org/datasets/amp,time between Naef stage 4 and 15 at T_ref
https://opentraits.org/datasets/amp,time delay for T(t) in tL data
https://opentraits.org/datasets/amp,time delay in T(t) data
https://opentraits.org/datasets/amp,time for egg production at 20<U+FFFD>C
https://opentraits.org/datasets/amp,time growth phase starts for embryo assuming a similar growth pattern to C. mydas
https://opentraits.org/datasets/amp,time growth phase starts for embryo data
https://opentraits.org/datasets/amp,time in tW data before after puberty
https://opentraits.org/datasets/amp,time in tW data before before puberty
https://opentraits.org/datasets/amp,time offset for temperature in tL data
https://opentraits.org/datasets/amp,time offset for temp oscillations
https://opentraits.org/datasets/amp,time offset for tT data
https://opentraits.org/datasets/amp,time offset in temperature in tL data
https://opentraits.org/datasets/amp,time offset in T(t) data
https://opentraits.org/datasets/amp,time of start development at 20 C
https://opentraits.org/datasets/amp,time since birt at zero
https://opentraits.org/datasets/amp,time since birth at emergence in tW data
https://opentraits.org/datasets/amp,time since birth at infection
https://opentraits.org/datasets/amp,time since birth at origin
https://opentraits.org/datasets/amp,time since birth at start development
https://opentraits.org/datasets/amp,time since birth at start experiment
https://opentraits.org/datasets/amp,time since birth at start growth experiment
https://opentraits.org/datasets/amp,time since birth at start of experiment (Cian1979)
https://opentraits.org/datasets/amp,time since birth at start of experiment (gaia2019)
https://opentraits.org/datasets/amp,time since birth at t=0
https://opentraits.org/datasets/amp,time since birth at t=0 in tA-data
https://opentraits.org/datasets/amp,time since birth at t=0 of tW data
https://opentraits.org/datasets/amp,time since birth at time zero
https://opentraits.org/datasets/amp,time since birth at time zero (gaia2016)
https://opentraits.org/datasets/amp,time since birth at time zero of tL data
https://opentraits.org/datasets/amp,time since birth to start experiment
https://opentraits.org/datasets/amp,time since bith at 0 in tL and tWw data
https://opentraits.org/datasets/amp,time since Jan 1 at start development
https://opentraits.org/datasets/amp,time since March 1 at settlement
https://opentraits.org/datasets/amp,time since metam at zero
https://opentraits.org/datasets/amp,time till start of development
https://opentraits.org/datasets/amp,T_L
https://opentraits.org/datasets/amp,total length at t=0 in tL and tW data
https://opentraits.org/datasets/amp,total length at time 0
https://opentraits.org/datasets/amp,total length at time zero
https://opentraits.org/datasets/amp,total length at zero
https://opentraits.org/datasets/amp,total length at zero for tL data
https://opentraits.org/datasets/amp,total length at zero for tL_f data
https://opentraits.org/datasets/amp,total length at zero for tL_m data
https://opentraits.org/datasets/amp,upper boundary
https://opentraits.org/datasets/amp,upper boundary 5th instar and higher
https://opentraits.org/datasets/amp,upper boundary egg
https://opentraits.org/datasets/amp,upper boundary temperature
https://opentraits.org/datasets/amp,Upper boundary temperature
https://opentraits.org/datasets/amp,upper boundary tolerance range
https://opentraits.org/datasets/amp,Upper temp boundary
https://opentraits.org/datasets/amp,upper temperature boundary
https://opentraits.org/datasets/amp,Upper temperature boundary for optimal growth
https://opentraits.org/datasets/amp,v
https://opentraits.org/datasets/amp,vol. length for tL_20_1 data
https://opentraits.org/datasets/amp,vol. length for tL_20_2 data
https://opentraits.org/datasets/amp,vol. length for tL_20_3 data
https://opentraits.org/datasets/amp,vol. length for tL_80_4 data
https://opentraits.org/datasets/amp,vol. length for tL_80_5 data
https://opentraits.org/datasets/amp,vol. length for tL_80_6 data
https://opentraits.org/datasets/amp,vol-spec somatic maint
https://opentraits.org/datasets/amp,volume at first time in tV data
https://opentraits.org/datasets/amp,volume per cell of Sketetonema
https://opentraits.org/datasets/amp,Weibull ageing acceleration
https://opentraits.org/datasets/amp,Weibull aging acceleration
https://opentraits.org/datasets/amp,Weibull aging acceleration for female
https://opentraits.org/datasets/amp,Weibull aging acceleration for male
https://opentraits.org/datasets/amp,Weibull aging acceleration for males
https://opentraits.org/datasets/amp,weight after hybernation
https://opentraits.org/datasets/amp,weight at capture
https://opentraits.org/datasets/amp,weight at start experiment
https://opentraits.org/datasets/amp,weight at t = 0
https://opentraits.org/datasets/amp,weight at time 0
https://opentraits.org/datasets/amp,weight at time zero
https://opentraits.org/datasets/amp,weight at zero in tW data
